Date,Open,High,Low,Close,Adj Close,Volume
2020-01-07,244.713013,245.844925,234.176788,243.258499,243.258499,2234914578
2020-01-08,243.079208,251.297302,234.393234,241.055222,241.055222,2424659796
2020-01-09,240.998032,243.047394,232.347992,239.222610,239.222610,1908677851
2020-01-10,239.551620,271.767670,232.635971,270.725281,270.725281,2986773813
2020-01-11,270.197205,276.633636,259.810272,260.679993,260.679993,2487051623
2020-01-12,261.100281,269.070862,259.281219,268.237061,268.237061,2168514332
2020-01-13,268.412506,270.765594,261.871155,267.522827,267.522827,1884541173
2020-01-14,267.644165,364.158081,267.531128,350.263519,350.263519,6618289057
2020-01-15,348.717316,358.816528,319.009216,339.395325,339.395325,5240635086
2020-01-16,339.682098,341.237610,311.562805,325.978485,325.978485,3652947113
2020-01-17,326.375122,379.683655,320.618866,366.976990,366.976990,5128628376
2020-01-18,367.408844,398.892731,334.835388,339.116272,339.116272,6041778647
2020-01-19,338.400177,362.146088,323.112030,338.305115,338.305115,4458226713
2020-01-20,338.119385,351.843414,325.282288,343.807159,343.807159,3361586386
2020-01-21,343.510284,346.536438,334.703247,343.421783,343.421783,2658918440
2020-01-22,343.369995,352.007477,339.616882,347.231323,347.231323,2468426687
2020-01-23,347.497925,348.394501,319.287964,324.868011,324.868011,2722405196
2020-01-24,325.167755,327.375305,299.956085,319.520905,319.520905,3346887041
2020-01-25,319.376251,319.401459,305.487732,311.358337,311.358337,2169791084
2020-01-26,310.995911,347.743195,308.548737,346.997864,346.997864,3192088889
2020-01-27,346.890045,374.860901,346.531006,362.649323,362.649323,4123924760
2020-01-28,362.653137,382.775146,360.502472,378.859131,378.859131,3916343792
2020-01-29,379.103088,393.783356,378.297974,381.523529,381.523529,3987047014
2020-01-30,380.861572,395.555206,373.534821,392.972137,392.972137,4055518921
2020-01-31,392.830170,393.803558,366.595123,375.389557,375.389557,3667538280
2020-02-01,375.066589,387.385590,374.601318,381.013367,381.013367,3218496040
2020-02-02,380.253479,388.385437,370.806549,378.273010,378.273010,3246254490
2020-02-03,377.937225,389.454681,375.861969,383.878693,383.878693,3410323023
2020-02-04,383.758209,387.160431,374.658997,380.599976,380.599976,3143637423
2020-02-05,380.718933,442.098480,379.157166,442.008148,442.008148,5289082999
2020-02-06,442.341278,445.928162,427.786804,442.785919,442.785919,4860546337
2020-02-07,442.566193,454.012573,433.949463,439.753418,439.753418,4461219818
