Date,Open,High,Low,Close,Adj Close,Volume
2019-12-24,379.000000,379.799988,376.799988,376.799988,375.749908,6360485
2019-12-27,378.799988,385.399994,378.200012,384.000000,382.929871,19180030
2019-12-30,381.399994,384.600006,381.200012,383.200012,382.132111,14328610
2019-12-31,379.000000,380.200012,374.600006,375.600006,374.553284,10378520
2020-01-02,375.799988,384.799988,375.600006,382.399994,381.334320,13991000
2020-01-03,388.000000,390.000000,381.200012,383.000000,381.932648,15313100
2020-01-06,380.000000,380.000000,375.399994,377.399994,376.348236,12123190
2020-01-07,380.799988,387.799988,380.000000,385.600006,384.525421,17686340
2020-01-08,382.399994,385.799988,379.200012,382.000000,380.935425,15529150
2020-01-09,390.000000,390.000000,387.000000,390.000000,388.913147,15946820
2020-01-10,394.799988,399.200012,392.000000,398.600006,397.489197,25292040
2020-01-13,400.000000,406.399994,397.399994,406.399994,405.267426,27570260
2020-01-14,410.000000,413.000000,396.600006,400.399994,399.284149,26827630
2020-01-15,397.200012,403.000000,396.200012,398.799988,397.688599,15938130
2020-01-16,399.000000,403.000000,396.399994,400.000000,398.885284,13770620
2020-01-17,400.000000,400.600006,396.000000,399.000000,397.888062,13670840
2020-01-20,405.000000,405.000000,396.000000,396.000000,394.896423,13282410
2020-01-21,395.000000,395.000000,383.399994,385.399994,384.325958,24173390
2020-01-22,387.399994,392.799988,382.600006,391.000000,389.910370,18682300
2020-01-23,389.600006,389.799988,379.000000,385.600006,384.525421,18621250
2020-01-24,387.000000,388.600006,383.399994,385.799988,384.724823,8050690
2020-01-29,384.200012,389.600006,381.000000,383.200012,382.132111,31761020
2020-01-30,386.000000,389.000000,370.200012,375.000000,373.954956,24946770
2020-01-31,380.200012,384.799988,371.399994,373.000000,371.960510,20299050
2020-02-03,378.000000,383.200012,369.600006,380.000000,378.941010,28678440
2020-02-04,390.000000,393.600006,384.799988,393.000000,391.904785,28433590
2020-02-05,400.000000,400.000000,387.399994,392.200012,391.107025,22398570
2020-02-06,398.000000,400.000000,392.200012,400.000000,398.885284,17792130
2020-02-07,399.200012,402.399994,394.600006,402.399994,401.278564,14896700
2020-02-10,395.600006,401.000000,395.000000,400.600006,399.483612,16463490
2020-02-11,405.000000,411.000000,403.600006,409.000000,407.860199,23184170
2020-02-12,410.000000,413.600006,408.200012,411.000000,409.854614,17702660
2020-02-13,416.000000,416.600006,413.200012,416.399994,415.239563,17862960
2020-02-14,415.000000,420.000000,413.399994,415.000000,413.843475,13887300
2020-02-17,410.600006,419.799988,410.200012,416.600006,415.439026,10679530
2020-02-18,413.000000,414.399994,407.399994,408.200012,407.062439,13033170
2020-02-19,410.000000,414.600006,408.600006,411.399994,410.253510,12501000
2020-02-20,416.000000,416.000000,405.600006,410.000000,408.857391,16582650
